trade_id,quantity,underlying,expiry,payment_time,strike,call_put,type,payment_currency
258,-10,AGNCB,1.63338,1.63885,80,PUT,REGULAR,USD
259,10,ALJJ,0.66897,0.67444,25,CALL,REGULAR,USD
260,10,ASV,2.9122,2.91767,88,PUT,REGULAR,USD
261,-10,ACIU,0.09699,0.10246,101,CALL,REGULAR,USD
262,10,ASML,1.67494,1.68041,63,PUT,REGULAR,USD
263,10,FCCY,4.56914,4.57461,26,CALL,REGULAR,USD
264,-10,ACAD,4.96477,4.97024,27,PUT,ODD,EUR
265,10,EGHT,2.04224,2.04771,73,CALL,REGULAR,USD
266,10,AMCX,3.92063,3.9261,21,PUT,REGULAR,USD
267,-10,TURN,1.31944,1.32491,87,CALL,REGULAR,USD
268,10,ACNB,0.1556,0.16107,77,PUT,REGULAR,USD
269,10,ALJJ,4.55088,4.55635,96,CALL,REGULAR,USD
270,-10,ARCW,3.41951,3.42498,25,PUT,REGULAR,USD
271,10,EMDR,0.29227,0.29774,116,CALL,REGULAR,USD
272,10,AAON,4.15595,4.16142,129,PUT,ODD,EUR
273,-10,VNET,1.20805,1.21352,41,CALL,REGULAR,USD
274,10,AGNC,2.20307,2.20854,146,PUT,REGULAR,USD
275,10,JOBS,4.09846,4.10393,66,CALL,REGULAR,USD
276,-10,JOBS,3.09058,3.09605,91,PUT,REGULAR,USD
277,10,AAON,3.8014,3.80687,31,CALL,REGULAR,USD
278,10,FCCY,1.44757,1.45304,94,PUT,REGULAR,USD
279,-10,EMDR,4.47565,4.48112,124,CALL,REGULAR,USD
280,10,AMCX,1.75655,1.76202,29,PUT,ODD,EUR
281,10,AEPI,2.97069,2.97616,85,CALL,REGULAR,USD
282,-10,ASML,2.31312,2.31859,72,PUT,REGULAR,USD
283,10,ACIW,3.59668,3.60215,49,CALL,REGULAR,USD
284,10,AMCX,0.99815,1.00362,94,PUT,REGULAR,USD
285,-10,TWOU,1.89369,1.89916,28,CALL,REGULAR,USD
286,10,SRCE,3.59678,3.60225,102,PUT,REGULAR,USD
287,10,AGNCP,1.70297,1.70844,70,CALL,REGULAR,USD
288,-10,RUDR,4.9109,4.91637,124,PUT,ODD,EUR
289,10,SHLM,3.31222,3.31769,113,CALL,REGULAR,USD
290,10,RUDR,1.50872,1.51419,130,PUT,REGULAR,USD
291,-10,ARRS,3.85081,3.85628,131,CALL,REGULAR,USD
292,10,ANIP,2.9713,2.97677,131,PUT,REGULAR,USD
293,10,ACIW,3.65883,3.6643,134,CALL,REGULAR,USD
294,-10,AMRK,0.71342,0.71889,27,PUT,REGULAR,USD
295,10,ACNB,3.41622,3.42169,132,CALL,REGULAR,USD
296,10,FCTY,3.20404,3.20951,146,PUT,ODD,EUR
297,-10,SSRX,3.24255,3.24802,140,CALL,REGULAR,USD
298,10,ANIP,3.05784,3.06331,56,PUT,REGULAR,USD
299,10,UHAL,0.37246,0.37793,123,CALL,REGULAR,USD
300,-10,ASV,3.77791,3.78338,143,PUT,REGULAR,USD
301,10,ANAD,2.67726,2.68273,28,CALL,REGULAR,USD
302,10,ARIS,1.17695,1.18242,118,PUT,REGULAR,USD
303,-10,AEPI,4.6698,4.67527,125,CALL,REGULAR,USD
304,10,ANAD,3.81203,3.8175,129,PUT,ODD,EUR
305,10,ABMD,0.85652,0.86199,109,CALL,REGULAR,USD
306,-10,ADMA,3.146,3.15147,77,PUT,REGULAR,USD
307,10,ARIS,3.83273,3.8382,55,CALL,REGULAR,USD
308,10,ACAD,0.22223,0.2277,95,PUT,REGULAR,USD
309,-10,ASML,1.66938,1.67485,86,CALL,REGULAR,USD
310,10,AEPI,0.65694,0.66241,83,PUT,REGULAR,USD
311,10,AGNCP,0.58411,0.58958,57,CALL,REGULAR,USD
312,-10,ADMA,4.78678,4.79225,23,PUT,ODD,EUR
313,10,ASBB,2.88254,2.88801,94,CALL,REGULAR,USD
314,10,ACAD,1.20885,1.21432,116,PUT,REGULAR,USD
315,-10,ARRS,0.66508,0.67055,132,CALL,REGULAR,USD
316,10,AMRK,4.85264,4.85811,98,PUT,REGULAR,USD
317,10,AEZS,0.77789,0.78336,137,CALL,REGULAR,USD
318,-10,SWIN,2.69779,2.70326,31,PUT,REGULAR,USD
319,10,AGNCP,0.5154,0.52087,150,CALL,REGULAR,USD
320,10,ADMA,2.48061,2.48608,72,PUT,ODD,EUR
321,-10,AAON,1.48834,1.49381,45,CALL,REGULAR,USD
322,10,ANSS,1.8389,1.84437,110,PUT,REGULAR,USD
323,10,TURN,2.87263,2.8781,56,CALL,REGULAR,USD
324,-10,ASDR,1.6456,1.65107,42,PUT,REGULAR,USD
325,10,ASBB,0.14716,0.15263,108,CALL,REGULAR,USD
326,10,AGNCP,2.49615,2.50162,145,PUT,REGULAR,USD
327,-10,SHLM,3.12606,3.13153,148,CALL,REGULAR,USD
328,10,ASML,4.43263,4.4381,68,PUT,ODD,EUR
329,10,SSRX,3.36905,3.37452,71,CALL,REGULAR,USD
330,-10,PIH,4.61815,4.62362,32,PUT,REGULAR,USD
331,10,AGNCB,2.37701,2.38248,62,CALL,REGULAR,USD
332,10,ADTN,2.16336,2.16883,29,PUT,REGULAR,USD
333,-10,VNET,2.1067,2.11217,122,CALL,REGULAR,USD
334,10,JOBS,0.54147,0.54694,76,PUT,REGULAR,USD
335,10,ANSS,2.08652,2.09199,79,CALL,REGULAR,USD
336,-10,ABMD,1.56396,1.56943,71,PUT,ODD,EUR
337,10,SHLM,2.41727,2.42274,80,CALL,REGULAR,USD
338,10,AGNCP,0.38237,0.38784,72,PUT,REGULAR,USD
339,-10,ANSS,0.01702,0.02249,83,CALL,REGULAR,USD
340,10,ARRS,1.63812,1.64359,108,PUT,REGULAR,USD
341,10,ASDR,1.6788,1.68427,129,CALL,REGULAR,USD
342,-10,AEY,1.24066,1.24613,32,PUT,REGULAR,USD
343,10,ANSS,3.1264,3.13187,89,CALL,REGULAR,USD
344,10,AGNCB,0.52791,0.53338,41,PUT,ODD,EUR
345,-10,AEY,1.49721,1.50268,67,CALL,REGULAR,USD
346,10,SSRX,2.94078,2.94625,83,PUT,REGULAR,USD
347,10,ASBB,3.49786,3.50333,70,CALL,REGULAR,USD
348,-10,ALJJ,4.31007,4.31554,101,PUT,REGULAR,USD
349,10,FLWS,2.84908,2.85455,47,CALL,REGULAR,USD
350,10,FUBC,1.31815,1.32362,57,PUT,REGULAR,USD
351,-10,UHAL,4.25222,4.25769,101,CALL,REGULAR,USD
352,10,ASDR,2.10939,2.11486,76,PUT,ODD,EUR
353,10,ADMA,2.97595,2.98142,92,CALL,REGULAR,USD
354,-10,AEY,2.98091,2.98638,24,PUT,REGULAR,USD
355,10,AMAG,3.73856,3.74403,138,CALL,REGULAR,USD
356,10,ASV,1.21073,1.2162,76,PUT,REGULAR,USD
357,-10,CAFD,2.95062,2.95609,138,CALL,REGULAR,USD
358,10,ASML,0.36349,0.36896,125,PUT,REGULAR,USD
359,10,ACIW,2.24747,2.25294,51,CALL,REGULAR,USD
360,-10,ABMD,0.44537,0.45084,139,PUT,ODD,EUR
361,10,AMCX,2.5335,2.53897,56,CALL,REGULAR,USD
362,10,AEPI,0.50047,0.50594,96,PUT,REGULAR,USD
363,-10,ARIS,0.68563,0.6911,138,CALL,REGULAR,USD
364,10,ACNB,3.84011,3.84558,62,PUT,REGULAR,USD
365,10,JOBS,2.33065,2.33612,34,CALL,REGULAR,USD
366,-10,ARCW,0.60766,0.61313,32,PUT,REGULAR,USD
367,10,SRCE,0.66116,0.66663,99,CALL,REGULAR,USD
368,10,ANIP,1.53685,1.54232,135,PUT,ODD,EUR
369,-10,ADTN,3.62862,3.63409,56,CALL,REGULAR,USD
370,10,ADTN,2.38509,2.39056,126,PUT,REGULAR,USD
371,10,ADMA,0.25457,0.26004,133,CALL,REGULAR,USD
372,-10,ASML,4.78264,4.78811,134,PUT,REGULAR,USD
373,10,ACAD,2.00996,2.01543,26,CALL,REGULAR,USD
374,10,AGNCP,0.68022,0.68569,84,PUT,REGULAR,USD
375,-10,UHAL,0.93391,0.93938,102,CALL,REGULAR,USD
376,10,ABMD,3.17919,3.18466,23,PUT,ODD,EUR
377,10,AEY,3.63149,3.63696,66,CALL,REGULAR,USD
378,-10,ANIP,3.94618,3.95165,46,PUT,REGULAR,USD
379,10,AMCX,4.28445,4.28992,91,CALL,REGULAR,USD
380,10,PIH,3.7136,3.71907,112,PUT,REGULAR,USD
381,-10,ACIW,2.53002,2.53549,28,CALL,REGULAR,USD
382,10,ARMH,3.08746,3.09293,55,PUT,REGULAR,USD
383,10,TWOU,3.43277,3.43824,21,CALL,REGULAR,USD
384,-10,ARMH,3.17026,3.17573,134,PUT,ODD,EUR
385,10,ACMR,3.32688,3.33235,88,CALL,REGULAR,USD
386,10,AGNC,3.9164,3.92187,101,PUT,REGULAR,USD
387,-10,SWIN,3.5429,3.54837,83,CALL,REGULAR,USD
388,10,EMDR,1.10615,1.11162,91,PUT,REGULAR,USD
389,10,SWIN,2.43617,2.44164,122,CALL,REGULAR,USD
390,-10,ACMR,3.44128,3.44675,123,PUT,REGULAR,USD
391,10,TWOU,2.26896,2.27443,114,CALL,REGULAR,USD
392,10,AGNCB,0.54635,0.55182,65,PUT,ODD,EUR
393,-10,ASDR,4.00186,4.00733,128,CALL,REGULAR,USD
394,10,FCCY,4.00529,4.01076,132,PUT,REGULAR,USD
395,10,JOBS,4.12718,4.13265,102,CALL,REGULAR,USD
396,-10,FCTY,2.08548,2.09095,112,PUT,REGULAR,USD
397,10,AEPI,1.81155,1.81702,21,CALL,REGULAR,USD
398,10,ACAD,2.90432,2.90979,81,PUT,REGULAR,USD
399,-10,SRCE,0.77742,0.78289,62,CALL,REGULAR,USD
400,10,ACIW,4.83683,4.8423,109,PUT,ODD,EUR
401,10,ABMD,2.36967,2.37514,110,CALL,REGULAR,USD
402,-10,AAON,0.19469,0.20016,74,PUT,REGULAR,USD
403,10,ASDR,2.55997,2.56544,69,CALL,REGULAR,USD
404,10,AEY,1.17758,1.18305,143,PUT,REGULAR,USD
405,-10,ANSS,1.95163,1.9571,84,CALL,REGULAR,USD
406,10,ANAD,4.99327,4.99874,53,PUT,REGULAR,USD
407,10,AAON,1.17173,1.1772,109,CALL,REGULAR,USD
408,-10,ADTN,0.93591,0.94138,49,PUT,ODD,EUR
